,phraseNumber,speaker,emotion,transcript
2664,18,MP0,happiness,Kwiecień to czwarty miesiąc w roku.
2665,19,MP0,happiness,W wolnym czasie lubisz czytać książki.
2666,2,MP0,happiness,Nie waszmy się ze sobą.
2667,20,MP0,happiness,Zima to czas jeżdżenia na sankę.
2668,21,MP0,happiness,Egipcjanie uważali i bisy za święte.
2669,3,MP0,happiness,Chodźmy w tango.
2670,37,MP0,happiness,Relaksujące pioski poprawiają nastrój.
2671,4,MP0,happiness,Dzieci już są dużo jeść.
2672,40,MP0,happiness,W dzieciństwie uwielbiałem klehdy.
2673,47,MP0,happiness,Król był bardzo sprawiedliwym człowiekiem.
2674,5,MP0,happiness,Przestanę go je widzieć.
2675,52,MP0,happiness,Na złamaną kończynę często zakłada się gips.
2676,55,MP0,happiness,Chodzę do szkoły prawie codziennie.
2677,58,MP0,happiness,Otrzymałem piękną pocztówkę z widokiem na góry.
2678,6,MP0,happiness,"Dziunio, nie jesteś moim szefem."
2679,61,MP0,happiness,Zupa pomidorowa to moje ulubione dary.
2680,67,MP0,happiness,Miłość jest jednym z najpiękniejszych uczuć.
2681,7,MP0,happiness,Życie jest pełne niespodzianek.
2682,77,MP0,happiness,Marzec kojarzy się z wiosennymi promieniami słońca.
2683,8,MP0,happiness,Moja ciacia jest bardzo pomocna.
2684,9,MP0,happiness,Pika potrzebna to moja pasja.
2685,1,MP0,neutral,Lubię czytać przed snem.
2686,10,MP0,neutral,Kupiłem nową szafę do sypialni.
2687,11,MP0,neutral,Nie zachowuj się jak żigolak.
2688,12,MP0,neutral,Mój tekst zawsze służy radą.
2689,13,MP0,neutral,Interesuje mnie historia Polski.
2690,14,MP0,neutral,Ten miesiąc minął bardzo szybko.
2691,15,MP0,neutral,sporadycznie chodzę na siłowni.
2692,16,MP0,neutral,"Relacja, ten pomysł jest najlepszy"
2693,17,MP0,neutral,Chcę przeczytać ten artykuł jeszcze raz
2694,18,MP0,neutral,Kwiecień to czwarty miesiąc w roku.
2695,19,MP0,neutral,W wolnym czasie lubię czytać książki.
2696,2,MP0,neutral,Nie waszczmy się ze sobą.
2697,20,MP0,neutral,Zima - to czas jazdy na sankach.
2698,21,MP0,neutral,Egipcjanie uważali Ibisy za święte.
2699,22,MP0,neutral,"Piesek wszedł do rzeki, żeby popływać."
2700,23,MP0,neutral,Woda w basenie jest bardzo ciepła.
2701,24,MP0,neutral,"Miasto tętni życiem, nawet w nocy."
2702,25,MP0,neutral,Gorzka czekolada jest idealna na deser.
2703,26,MP0,neutral,Ten gen potrafi spełniać życzenia.
2704,27,MP0,neutral,W niedzielę szkoła jest zamknięta.
2705,28,MP0,neutral,Podczas medytacji można wejść w trans.
2706,29,MP0,neutral,W październiku zaczyna się jesień.
2707,3,MP0,neutral,- Chodźmy w tango.
2708,30,MP0,neutral,Każdy taniec ma swój własny rytm.
2709,31,MP0,neutral,Dokarlę cię koty wychodząc z domu.
2710,32,MP0,neutral,"Pamiętaj, że nadzieja umiera ostatnia."
2711,33,MP0,neutral,Po operacji nie mam żadnych blizn.
2712,34,MP0,neutral,Pan Janek jest naszym nowym sąsiadem.
2713,35,MP0,neutral,Aby upiec ciasto muszę kupić mączkę.
2714,36,MP0,neutral,Ten pomysł trąci brakiem realizmu.
2715,37,MP0,neutral,Relaksujące piostki poprawiają nastrój
2716,38,MP0,neutral,Rut Smoka - to serial telewizyjny.
2717,39,MP0,neutral,Siwa oznacza żałobę po zmarłym.
2718,4,MP0,neutral,Dzieci muszą dużo jeść.
2719,40,MP0,neutral,W dzieciństwie uwielbiałem klechdy.
2720,41,MP0,neutral,W parku rośnie ogromne drzewo.
2721,42,MP0,neutral,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
2722,43,MP0,neutral,Niania odegrała w moim życiu ważną rolę.
2723,44,MP0,neutral,"Ta sknota to uczucie, które każdy z nas zna."
2724,45,MP0,neutral,Postanowiłem wynająć samochód na wakacje.
2725,46,MP0,neutral,Żółwica - to dawne określenie naszej siostry męża.
2726,47,MP0,neutral,Król był bardzo sprawiedliwym człowiekiem.
2727,48,MP0,neutral,Moja dziewczyna świętuje urodziny w sobotę.
2728,49,MP0,neutral,"Niektórzy powiedzą, że to państwo z kartonu."
2729,5,MP0,neutral,Przestań go jeździć.
2730,50,MP0,neutral,W muzeum można zobaczyć szkielet dinozaura.
2731,51,MP0,neutral,Strzelec to znak Zodiaku następujący po skorpionie.
2732,52,MP0,neutral,Na złamaną kończynę często zakłada się gips.
2733,53,MP0,neutral,"Kitel to strój, który noszą lekarze."
2734,54,MP0,neutral,W grudniu często pada śnieg.
2735,55,MP0,neutral,Chodzę do szkoły prawie codziennie.
2736,56,MP0,neutral,Oj dziecko umie już mówić kilka słów.
2737,57,MP0,neutral,"Jedz inaczej, aby polepszyć swoje zdrowie."
2738,58,MP0,neutral,Otrzymałem piękną pocztówkę z widokiem na górę.
2739,59,MP0,neutral,Kupiłem nowy rysownik języka hiszpańskiego.
2740,6,MP0,neutral,"- Czuńia, nie jesteś moim szefem."
2741,60,MP0,neutral,Podczas wakacji udało mi się zobaczyć delfiny.
2742,61,MP0,neutral,Zupa pomidorowa - to moje ulubione danie.
2743,62,MP0,neutral,Twoje słowo ma dla mnie wielkie znaczenie.
2744,63,MP0,neutral,Moja wizja na przyszłość jest jasna i wyraźna.
2745,64,MP0,neutral,Ucho wykrywa dźwięki o różnej częstotliwości.
2746,65,MP0,neutral,Podczas remontu odkryliśmy staro-dawny mur.
2747,66,MP0,neutral,To tęcz jest jeden z pierwiastków chemicznych.
2748,67,MP0,neutral,Miłość jest jednym z najpiękniejszych uczuć
2749,68,MP0,neutral,Zamek w Walborku jest jeden z najpiękniejszych w Polsce
2750,69,MP0,neutral,Przez most na rzece można szybko dotrzeć do miasta.
2751,7,MP0,neutral,Życie jest pełne niespodzianek.
2752,70,MP0,neutral,Człowiek zaczyna umierać już w momencie narodzin.
2753,71,MP0,neutral,Baza wojskowa jest strategicznym punktem dla armii.
2754,72,MP0,neutral,Bastion był kiedyś ważnym elementem obrony miasta.
2755,73,MP0,neutral,Zawsze stawiam przed rzeczownikami właściwy rodzajnik
2756,74,MP0,neutral,Ta liczba wydaje się być błędna. Sprawdź jeszcze raz.
2757,75,MP0,neutral,Moja ciosiowa czasem przyjeżdża do nas w weekend.
2758,76,MP0,neutral,Woda jest podstawowym składnikiem życia na Ziemi.
2759,77,MP0,neutral,Marzec kojarzy się z wiosennymi promieniami słońca.
2760,78,MP0,neutral,Moim ulubionym sosem do pizzy jest sos czoskowy.
2761,79,MP0,neutral,Mleko jest źródłem wapnia i innych składników odżywczych.
2762,8,MP0,neutral,Moja ciocia jest bardzo pomocna.
2763,80,MP0,neutral,Do dzisiejszego obiadu potrzebuje małego garączka.
2764,81,MP0,neutral,W lipcu wyjeżdżam z ludźmi na wakacje na dworze.
2765,82,MP0,neutral,Czerwiec kojarzy się z zakończeniem roku szkolnego
2766,83,MP0,neutral,Ten żerybak jest wychowany zgodnie z najlepszymi standardami
2767,84,MP0,neutral,Kontekst świadczenia za udzieloną pożyczkę był bardzo wysoki
2768,85,MP0,neutral,"W bankach można złożyć konto osobiste, oszczędnościowe lub kredytowe."
2769,86,MP0,neutral,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
2770,87,MP0,neutral,Na tarkach rzemieślniczych można zobaczyć wiele unikatowych produktów
2771,88,MP0,neutral,Jabłko jest bogatym źródłem witamin i składników odżywczych.
2772,89,MP0,neutral,Dopiełniacz jest jeden z przypadków gramatycznych w języku polskim
2773,9,MP0,neutral,Piłka nożna to moja pasja.
2774,90,MP0,neutral,Chorał gregoriancki jest wykonywany podczas uroczystych nabożeństw.
2775,1,MP0,sadness,Lubię czytać przed snem.
2776,10,MP0,sadness,Kupiłem nową szafę do sypialni.
2777,11,MP0,sadness,Zachowuj się jak żygolak.
2778,12,MP0,sadness,Mój treść zawsze służy radom.
2779,14,MP0,sadness,Ten miesiąc minął bardzo szybko.
2780,15,MP0,sadness,sporadycznie chodzę na siłownię.
2781,16,MP0,sadness,"Racja, ten pomysł jest najlepszy."
2782,19,MP0,sadness,W wolnym czasie lubię czytać książki.
2783,2,MP0,sadness,Nie walczmy się ze sobą.
2784,20,MP0,sadness,Zima to czas jeżdżenia na sankę.
2785,22,MP0,sadness,"Piasek wszedł do rzeki, żeby popływać."
2786,23,MP0,sadness,Woda w basenie jest bardzo ciepła.
2787,42,MP0,sadness,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
2788,43,MP0,sadness,Miania odegrały w moim życiu ważną rolę.
2789,45,MP0,sadness,Postanowiłem wynająć samochód na wakacje.
2790,46,MP0,sadness,Żowica to dawne określenie na siostry męża.
2791,48,MP0,sadness,Moja dziewczyna świętuje rodzinę w sobotę.
2792,49,MP0,sadness,"Niektórzy powiedzą, że to państwo z Kardonu."
2793,5,MP0,sadness,Przestań go jeździć.
2794,50,MP0,sadness,W muzeum można zobaczyć szkielet dinozaura.
2795,51,MP0,sadness,Strzelec to znak zodziaku następujący po skorpionie.
2796,52,MP0,sadness,Na złomą kończynę często zakłada się gips.
2797,53,MP0,sadness,"Kitel to strój, który nożą lekarze."
2798,56,MP0,sadness,"Moje dziecko, umiesz mówić kilka słów."
2799,57,MP0,sadness,"Jedz inaczej, aby polepszyć swoje zdrowie."
2800,6,MP0,sadness,"- Junior, nie jesteś moim szefem."
2801,60,MP0,sadness,Podczas wakacji udało mi się zobaczyć delfimy.
2802,62,MP0,sadness,Twoje słowa ma dla mnie wielkie znaczenie.
2803,63,MP0,sadness,Moja wizja na przyszłość jest jasna i wyraźna.
2804,64,MP0,sadness,Ucho wykrywać dźwięki o różnej częstotliwości.
2805,66,MP0,sadness,Tańcz jest jeden z pierwiastków chemicznych.
2806,68,MP0,sadness,Wstań na kwalborku i zjedz najpiękniejszych w polsce.
2807,69,MP0,sadness,Przez most na rzece można szybko dotrzeć do miasta.
2808,7,MP0,sadness,Życie jest pełne niespodzianek.
2809,70,MP0,sadness,Człowiek zaczyna umierać już w momencie narodzin.
2810,71,MP0,sadness,Bazy wojskowa jest strategicznym punktem dla armii.
2811,72,MP0,sadness,Państwem był kiedyś ważnym elementem obrony miasta.
2812,75,MP0,sadness,Moja teściowa czasem przyjeżdża do nas w weekend.
2813,77,MP0,sadness,Marzec kojarzy się z wiosennymi promieniami słońca.
2814,78,MP0,sadness,A jego ulubionym sosem do pizzy jest sos czosnkowy.
2815,79,MP0,sadness,Mleko źródłem wapnia i my składników odżywczych.
2816,8,MP0,sadness,Moja ciocia jest bardzo pomocna.
2817,83,MP0,sadness,Ten zierzebak jest wychowany zgodnie z najlepszymi standardami
2818,84,MP0,sadness,Kontr świadczenia za udzieloną pożyczkę było bardzo wysokie.
2819,86,MP0,sadness,Mieliśmy pozytywnie. Skłódmy się o dobrych rzeczach w naszym życiu.
2820,87,MP0,sadness,Na targach rzemieślniczych można zobaczyć wiele niekatowych produktów
2821,88,MP0,sadness,Jabłko jest bogatym źródłem witamin i składników odżywczych.
2822,89,MP0,sadness,Dopełniacz jest jeden z przypadków gramatycznych w języku polskim.
2823,9,MP0,sadness,Piłka nożna to moja pasja.
2824,12,MP0,surprised,Mój test zawsze służy radą.
2825,14,MP0,surprised,Ten miesiąc minął bardzo szybko.
2826,16,MP0,surprised,"Racja, ten pomysł jest najlepszy."
2827,17,MP0,surprised,Chcę przeczytać ten artykuł jeszcze raz.
2828,18,MP0,surprised,Kwiecień to czwarty miesiąc w roku.
2829,21,MP0,surprised,Egipcjanie uważali je bisi za święte.
2830,23,MP0,surprised,Woda w basenie jest bardzo ciepła.
2831,24,MP0,surprised,Miasto tętni życiem nawet w nocy.
2832,25,MP0,surprised,Gorzka czekolada jest idealna na deser.
2833,27,MP0,surprised,W niedzielę szkoła jest zamknięta.
2834,28,MP0,surprised,Podczas medytacji można wejść w traus.
2835,29,MP0,surprised,W październiku zaczyna się jesień.
2836,30,MP0,surprised,Każdy taniec ma swój własny rytm.
2837,32,MP0,surprised,"Pamiętaj, że nadzieja umiera ostatnia."
2838,33,MP0,surprised,Po operacji nie mam żadnych bizn.
2839,34,MP0,surprised,Pan Janek jest naszym nowym sąsiadem!
2840,35,MP0,surprised,"Aby upić ciasto, muszę kupić mączkę."
2841,37,MP0,surprised,Relaksujące pioski poprawiają nastrój.
2842,39,MP0,surprised,Siwa oznacza żałoby po zmarłym.
2843,40,MP0,surprised,"Wychaczyłem, że uwielbiam klepy."
2844,41,MP0,surprised,W parku rośnie ogromne drzewo.
2845,44,MP0,surprised,"Ta sknota to uczucie, które każdy z nas zna."
2846,48,MP0,surprised,Moja dziewczyna świętuje rodzinę w sobotę.
2847,52,MP0,surprised,Na załamaną konczynę często zakłada się gips.
2848,53,MP0,surprised,"Kite to strój, który noszą lekarze."
2849,54,MP0,surprised,W grudniu często pada śnieg.
2850,64,MP0,surprised,Ucho wykrywa dźwięki o różnej częstotliwości.
2851,66,MP0,surprised,"Letańcy, jeden z pierwiastków chemicznych."
2852,67,MP0,surprised,Miłość jest jednym z najpiękniejszych uczuć.
2853,68,MP0,surprised,Samek w baborku z 700 pikniejszych w pasie.
2854,69,MP0,surprised,Przez most na rzece można szybko dotrzeć do miasta.
2855,70,MP0,surprised,Człowiek zaczyna umierać już w momencie narodzin.
2856,72,MP0,surprised,Bastion był kiedyś ważnym elementem obrony miasta.
2857,73,MP0,surprised,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.
2858,74,MP0,surprised,Ta liczba wydaje się być płynna. Sprawdźcie jeszcze raz.
2859,8,MP0,surprised,Moja ciocia jest bardzo pomocna.
2860,80,MP0,surprised,Do dzisiejszego biadu potrzebujemy jego karmuczka.
2861,84,MP0,surprised,Koniec świadczenia za udzieloną pożyczkę był bardzo wysoki.
2862,85,MP0,surprised,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
2863,87,MP0,surprised,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.
2864,90,MP0,surprised,Choroba gregorianckie jest wykonywana podczas uroczystych nabożeństw.
2865,1,SM0,anger,Lubię czytać przed snem.
2866,10,SM0,anger,Opiłem nową szafę do sypialni.
2867,11,SM0,anger,Nie zachował się jak żigolak.
2868,12,SM0,anger,Mój teść zawsze służy radą.
2869,13,SM0,anger,Interesuje mnie historia Polski.
2870,14,SM0,anger,Ten miesiąc minął bardzo szybko.
2871,15,SM0,anger,Spogadliwie chodzę na siłownie.
2872,16,SM0,anger,- Hacja - ten pomysł jest najlepszy!
2873,17,SM0,anger,Chcę przeczytać ten artykuł jeszcze raz.
2874,18,SM0,anger,Kwiecień to czwarty miesiąc w roku.
2875,19,SM0,anger,W wolnym czasie lubię czytać książki.
2876,2,SM0,anger,Nie waśnijmy się ze sobą.
2877,20,SM0,anger,Zima to czas jeżdżenia na sankach.
2878,21,SM0,anger,Egipcjanie uważali Ibisy za święte.
2879,22,SM0,anger,"Piesek wszedł do rzeki, żeby popływać."
2880,23,SM0,anger,Woda w basenie jest bardzo ciepła.
2881,24,SM0,anger,"Miasto tętni życiem, nawet w nocy."
2882,25,SM0,anger,Gorzka czekolada jest idealna na deser.
2883,26,SM0,anger,Ten gen potrafi spełniać życzenia.
2884,27,SM0,anger,W niedzielę szkoła jest zamknięta.
2885,28,SM0,anger,Podczas medytacji można wejść w trans.
2886,29,SM0,anger,W październiku zaczyna się jesień.
2887,3,SM0,anger,Chodźmy w tango.
2888,30,SM0,anger,Każdy taniec ma własny rytm.
2889,31,SM0,anger,Dokarem cię koty wychodząc z domu.
2890,32,SM0,anger,"Pamiętaj, że nadzieję umiega ostatnia."
2891,33,SM0,anger,Po operacji nie mam żadnych blizn.
2892,34,SM0,anger,Pan Janek jest naszym nowym sąsiadem.
2893,35,SM0,anger,Aby upiec ciasto muszę kupić mączkę.
2894,36,SM0,anger,Ten pomysł wtrąci brakiem realizmu.
2895,37,SM0,anger,Relaksujące piosenki poprawiają nastrój.
2896,38,SM0,anger,Ród smoka to serial telewizyjny.
2897,39,SM0,anger,Sziwa oznacza żałobę po zmarłym.
2898,4,SM0,anger,Dzieci muszą dużo jeść.
2899,40,SM0,anger,W dzieciństwie uwielbiałem klegdy.
2900,41,SM0,anger,W parku rośnie ogromne drzewo.
2901,42,SM0,anger,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
2902,43,SM0,anger,Niania odegrała w moim życiu ważną rolę.
2903,44,SM0,anger,"Tęsknota to uczucie, które każdy z nas zezna."
2904,45,SM0,anger,Postanowiłem wynająć samochód na wakacje.
2905,46,SM0,anger,Żółwica to dawne określenie na siostrę męża.
2906,47,SM0,anger,Król był bardzo sprawiedliwym człowiekiem.
2907,48,SM0,anger,Moja dziewczyna świętuje urodziny w sobotę.
2908,49,SM0,anger,"Niektórzy powiedzą, że to państwo z kartonu."
2909,5,SM0,anger,Przestań go jezić.
2910,50,SM0,anger,W muzeum można zobaczyć szkielet dinozaura.
2911,51,SM0,anger,Strzelec to znak Zodiaku następujący po skorpionie.
2912,52,SM0,anger,Na złamaną kończynę często nakłada się gips.
2913,53,SM0,anger,"Kittel to strój, który noszą lecznicy."
2914,54,SM0,anger,Każe w grudniu często pada śnieg.
2915,55,SM0,anger,Chodzę do szkoły prawie codziennie.
2916,56,SM0,anger,Moje dziecko umie już mówić kilka słów.
2917,57,SM0,anger,"Jedz inaczej, aby polepszyć swoje zdrowie."
2918,58,SM0,anger,Otrzymałem piękną pocztówkę z widokiem na góry.
2919,59,SM0,anger,Kupiłem nowy słownik języka hiszpańskiego.
2920,6,SM0,anger,"Dziunia, nie jesteś moim szefem."
2921,60,SM0,anger,Podczas wakacji udało mi się zobaczyć delfiny.
2922,61,SM0,anger,Zupa pomidorowa to moje ulubione danie.
2923,62,SM0,anger,Twoje słowo ma dla mnie wielkie znaczenie.
2924,63,SM0,anger,Moja wizja na przyszłość jest jasna i wyraźna.
2925,64,SM0,anger,Ucho wykrywać dźwięki o różnej częstotliwości.
2926,65,SM0,anger,Podczas remontu odkryliśmy staro-dawny mur.
2927,66,SM0,anger,Rytenie jest jednym z pierwiastków chemicznych.
2928,67,SM0,anger,Miłość jest jednym z najpiękniejszych uczuć.
2929,68,SM0,anger,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.
2930,69,SM0,anger,Przez most na rzece można szybko dotrzeć do miasta.
2931,7,SM0,anger,Życie jest pełne niespodzianek.
2932,70,SM0,anger,Człowiek zaczyna umierać już w momencie narodzin.
2933,71,SM0,anger,Baza wojskowa jest strategicznym punktem dla armii.
2934,72,SM0,anger,Bastion był kiedyś ważnym elementem obrony miasta.
2935,73,SM0,anger,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.
2936,74,SM0,anger,Ta liczba wydaje się być błędna. Sprawdź jeszcze raz!
2937,75,SM0,anger,Moja teściowa czasem przyjeżdża do nas w weekend.
2938,76,SM0,anger,Woda jest podstawowym składnikiem życia na Ziemi.
2939,77,SM0,anger,Marzec kojarzy się z wiosennymi promieniami słońca.
2940,78,SM0,anger,Moim ulubionym sosem do pizzy jest sos czosnkowy.
2941,79,SM0,anger,Mleko jest źródłem wapnia i innych składników odżywczych.
2942,8,SM0,anger,Moja ciocia jest bardzo pomocna.
2943,80,SM0,anger,Do dzisiejszego obiadu potrzebuję małego garnczka.
2944,81,SM0,anger,W lipcu wyjeżdżam z godziną na wakacje nad morze.
2945,82,SM0,anger,Czerwiec kojarzy się z końcem roku szkolnego.
2946,83,SM0,anger,Ten żrebak jest wychowany zgodnie z najlepszymi standardami.
2947,84,SM0,anger,Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie.
2948,85,SM0,anger,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
2949,86,SM0,anger,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
2950,87,SM0,anger,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów
2951,88,SM0,anger,Jabłko jest bogatym źródłem witamin i składników odżywczych.
2952,89,SM0,anger,Dopełniacz jest jednym z przypadków gramatycznych w języku polskim.
2953,9,SM0,anger,Piłka nożna to moja pasja.
2954,90,SM0,anger,Horał gregoriański jest wykonywany podczas uroczystych nabożeństw.
2955,1,SM0,fear,Lubię czytać przed snem.
2956,10,SM0,fear,Kupiłem nową szafę do sypialni.
2957,11,SM0,fear,Nie zachowuj się jak żigolak.
2958,12,SM0,fear,Mój teść zawsze służy radą.
2959,13,SM0,fear,Interesuje mnie historia Polski.
2960,14,SM0,fear,Ten miesiąc minął bardzo szybko.
2961,15,SM0,fear,Spogadycznie chodzę na siłownie.
